cell,dataset,backbone,optimizer,epochs,head,stem,init_from,pretrained,aux_target,aux_tap,aux_lambda0,aux_lambda_final,subset_pct,n_images,n_seeds,acc_mean,acc_std,probe_mean,probe_std,n_probe_seeds,is_headline,bistable,baseline_cell,base_acc,delta,delta_sem,G,G_sem,readout
grid_mnet_c100_aux_10pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,5000,3,32.17,0.08,41.11,0.32,3,yes,,grid_mnet_c100_none_10pct,30.29,1.88,0.39,3.03,0.55,-1.16
grid_mnet_c100_aux_15pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,7500,3,39.05,0.57,46.29,0.42,3,yes,,grid_mnet_c100_none_15pct,37.40,1.65,0.66,1.64,0.83,0.02
grid_mnet_c100_aux_1pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,1,500,3,7.66,0.75,21.59,0.81,3,yes,,grid_mnet_c100_none_1pct,7.43,0.22,0.44,1.29,0.56,-1.07
grid_mnet_c100_aux_20pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,10000,3,43.10,0.39,49.08,0.74,3,yes,,grid_mnet_c100_none_20pct,42.09,1.01,0.54,1.26,0.56,-0.25
grid_mnet_c100_aux_25pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,12500,3,45.06,0.63,50.60,0.18,3,yes,,grid_mnet_c100_none_25pct,45.00,0.06,0.63,0.62,0.42,-0.56
grid_mnet_c100_aux_2pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,2,1000,3,12.09,0.68,26.54,0.56,3,yes,,grid_mnet_c100_none_2pct,11.52,0.57,0.64,2.06,0.63,-1.49
grid_mnet_c100_aux_3pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,1500,3,15.71,0.78,29.51,0.36,3,yes,,grid_mnet_c100_none_3pct,14.96,0.75,0.67,3.00,0.80,-2.25
grid_mnet_c100_aux_50pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,25000,3,54.63,0.08,56.42,0.09,3,yes,,grid_mnet_c100_none_50pct,53.97,0.66,0.93,0.89,0.93,-0.23
grid_mnet_c100_aux_5pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,2500,3,20.78,0.17,32.93,0.78,3,yes,,grid_mnet_c100_none_5pct,19.44,1.34,0.21,2.60,0.61,-1.26
grid_mnet_c100_aux_7pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,3500,3,25.96,1.14,37.12,1.96,3,yes,,grid_mnet_c100_none_7pct,23.12,2.84,0.66,4.47,1.20,-1.63
grid_mnet_c100_none_100pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,50000,3,61.62,1.00,60.84,0.93,3,yes,,,,,,,,
grid_mnet_c100_none_10pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,5000,3,30.29,0.67,38.08,0.90,3,yes,,,,,,,,
grid_mnet_c100_none_15pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,7500,3,37.40,1.00,44.65,1.37,3,yes,,,,,,,,
grid_mnet_c100_none_1pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,500,3,7.43,0.06,20.30,0.54,3,yes,,,,,,,,
grid_mnet_c100_none_20pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,10000,3,42.09,0.85,47.82,0.63,3,yes,,,,,,,,
grid_mnet_c100_none_25pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,12500,3,45.00,0.89,49.98,0.71,3,yes,,,,,,,,
grid_mnet_c100_none_2pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,1000,3,11.52,0.89,24.48,0.94,3,yes,,,,,,,,
grid_mnet_c100_none_3pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,1500,3,14.96,0.86,26.51,1.34,3,yes,,,,,,,,
grid_mnet_c100_none_50pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,25000,3,53.97,1.61,55.53,1.61,3,yes,,,,,,,,
grid_mnet_c100_none_5pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,2500,3,19.44,0.32,30.33,0.71,3,yes,,,,,,,,
grid_mnet_c100_none_7pct,cifar100,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,3500,3,23.12,0.18,32.64,0.72,3,yes,,,,,,,,
grid_mnet_c10_aux_100pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,50000,3,87.14,0.65,87.18,0.55,3,yes,,grid_mnet_c10_none_100pct,87.33,-0.19,0.39,-0.09,0.33,-0.10
grid_mnet_c10_aux_10pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,5000,3,70.85,0.38,71.68,0.19,3,yes,,grid_mnet_c10_none_10pct,70.09,0.76,0.59,0.44,0.36,0.32
grid_mnet_c10_aux_15pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,7500,3,75.99,0.71,76.63,0.73,3,yes,,grid_mnet_c10_none_15pct,74.49,1.50,0.50,1.48,0.50,0.02
grid_mnet_c10_aux_1pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,1,500,3,35.31,1.46,44.81,1.89,3,yes,,grid_mnet_c10_none_1pct,33.44,1.88,0.93,2.43,1.17,-0.55
grid_mnet_c10_aux_20pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,10000,3,78.31,0.32,78.59,0.33,3,yes,,grid_mnet_c10_none_20pct,78.44,-0.13,0.46,-0.11,0.48,-0.02
grid_mnet_c10_aux_25pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,12500,3,79.72,0.32,80.17,0.20,3,yes,,grid_mnet_c10_none_25pct,79.74,-0.02,0.58,0.15,0.46,-0.17
grid_mnet_c10_aux_2pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,2,1000,3,43.03,0.48,51.56,0.84,3,yes,,grid_mnet_c10_none_2pct,39.45,3.59,0.33,4.55,0.63,-0.96
grid_mnet_c10_aux_3pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,1500,3,48.67,0.99,55.64,0.95,3,yes,,grid_mnet_c10_none_3pct,44.02,4.65,0.59,4.80,0.72,-0.15
grid_mnet_c10_aux_50pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,25000,3,84.53,0.24,84.78,0.26,3,yes,,grid_mnet_c10_none_50pct,84.53,0.00,0.15,0.09,0.15,-0.08
grid_mnet_c10_aux_5pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,2500,3,59.56,3.47,63.06,3.15,3,yes,,grid_mnet_c10_none_5pct,56.91,2.65,2.03,2.91,1.83,-0.27
grid_mnet_c10_aux_7pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,3500,3,64.13,2.43,66.34,1.80,3,yes,,grid_mnet_c10_none_7pct,63.98,0.15,1.48,0.62,1.13,-0.47
grid_mnet_c10_none_100pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,50000,3,87.33,0.21,87.26,0.16,3,yes,,,,,,,,
grid_mnet_c10_none_10pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,5000,3,70.09,0.96,71.24,0.60,3,yes,,,,,,,,
grid_mnet_c10_none_15pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,7500,3,74.49,0.50,75.15,0.46,3,yes,,,,,,,,
grid_mnet_c10_none_1pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,500,3,33.44,0.68,42.38,0.72,3,yes,,,,,,,,
grid_mnet_c10_none_20pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,10000,3,78.44,0.73,78.71,0.77,3,yes,,,,,,,,
grid_mnet_c10_none_25pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,12500,3,79.74,0.96,80.01,0.78,3,yes,,,,,,,,
grid_mnet_c10_none_2pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,1000,3,39.45,0.32,47.01,0.69,3,yes,,,,,,,,
grid_mnet_c10_none_3pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,1500,3,44.02,0.22,50.84,0.79,3,yes,,,,,,,,
grid_mnet_c10_none_50pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,25000,3,84.53,0.11,84.70,0.01,3,yes,,,,,,,,
grid_mnet_c10_none_5pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,2500,3,56.91,0.57,60.15,0.26,3,yes,,,,,,,,
grid_mnet_c10_none_7pct,cifar10,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,3500,3,63.98,0.83,65.72,0.79,3,yes,,,,,,,,
grid_mnet_cub_aux_100pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,5994,3,31.48,1.23,31.60,1.55,3,yes,,grid_mnet_cub_none_100pct,31.23,0.25,0.77,0.24,0.93,0.01
grid_mnet_cub_aux_10pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,599,3,2.04,0.08,3.87,0.27,3,yes,,grid_mnet_cub_none_10pct,2.31,-0.27,0.19,-0.19,0.16,-0.08
grid_mnet_cub_aux_15pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,899,3,3.20,0.31,5.66,1.16,3,yes,,grid_mnet_cub_none_15pct,3.15,0.06,0.41,0.62,0.79,-0.56
grid_mnet_cub_aux_20pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,1199,3,3.96,0.40,5.81,0.47,3,yes,,grid_mnet_cub_none_20pct,4.14,-0.17,0.51,0.10,0.58,-0.28
grid_mnet_cub_aux_25pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,1498,3,6.77,1.08,8.11,1.30,3,yes,,grid_mnet_cub_none_25pct,7.19,-0.43,0.73,-1.42,0.92,0.99
grid_mnet_cub_aux_3pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,180,3,1.08,0.09,2.37,0.24,3,yes,,grid_mnet_cub_none_3pct,0.98,0.09,0.09,0.24,0.22,-0.14
grid_mnet_cub_aux_50pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,2997,3,12.37,1.51,13.96,1.65,3,yes,,grid_mnet_cub_none_50pct,15.71,-3.34,1.07,-3.41,1.12,0.07
grid_mnet_cub_aux_5pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,300,3,1.49,0.02,3.47,0.14,3,yes,,grid_mnet_cub_none_5pct,1.85,-0.36,0.15,-0.03,0.50,-0.33
grid_mnet_cub_aux_7pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,420,3,1.64,0.15,3.57,0.41,3,yes,,grid_mnet_cub_none_7pct,1.67,-0.03,0.19,0.64,0.28,-0.67
grid_mnet_cub_none_100pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,5994,3,31.23,0.51,31.37,0.44,3,yes,,,,,,,,
grid_mnet_cub_none_10pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,599,3,2.31,0.31,4.06,0.08,3,yes,,,,,,,,
grid_mnet_cub_none_15pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,899,3,3.15,0.63,5.04,0.72,3,yes,,,,,,,,
grid_mnet_cub_none_20pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,1199,3,4.14,0.79,5.71,0.90,3,yes,,,,,,,,
grid_mnet_cub_none_25pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,1498,3,7.19,0.65,9.53,0.93,3,yes,,,,,,,,
grid_mnet_cub_none_3pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,180,3,0.98,0.12,2.13,0.30,3,yes,,,,,,,,
grid_mnet_cub_none_50pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,2997,3,15.71,1.07,17.37,1.03,3,yes,,,,,,,,
grid_mnet_cub_none_5pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,300,3,1.85,0.25,3.50,0.85,3,yes,,,,,,,,
grid_mnet_cub_none_7pct,cub,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,420,3,1.67,0.29,2.93,0.25,3,yes,,,,,,,,
grid_mnet_dtd_aux_100pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,3760,3,34.79,0.24,34.72,1.04,3,yes,,grid_mnet_dtd_none_100pct,36.76,-1.97,0.53,-1.88,0.65,-0.09
grid_mnet_dtd_aux_10pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,376,3,9.34,0.27,15.20,0.78,3,yes,,grid_mnet_dtd_none_10pct,8.67,0.67,0.38,2.16,0.70,-1.49
grid_mnet_dtd_aux_15pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,564,3,12.30,0.25,17.73,0.22,3,yes,,grid_mnet_dtd_none_15pct,11.70,0.60,0.46,2.23,0.66,-1.63
grid_mnet_dtd_aux_20pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,752,3,14.24,0.70,18.62,1.15,3,yes,,grid_mnet_dtd_none_20pct,13.01,1.22,0.66,2.09,1.09,-0.87
grid_mnet_dtd_aux_25pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,940,3,16.47,0.86,20.85,0.67,3,yes,,grid_mnet_dtd_none_25pct,14.61,1.86,0.84,3.67,0.56,-1.81
grid_mnet_dtd_aux_50pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,1880,3,25.27,0.94,25.87,0.59,3,yes,,grid_mnet_dtd_none_50pct,22.46,2.80,0.95,2.64,0.70,0.16
grid_mnet_dtd_aux_5pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,188,3,5.64,0.79,11.42,1.25,3,yes,,grid_mnet_dtd_none_5pct,5.82,-0.18,0.48,0.57,0.91,-0.74
grid_mnet_dtd_aux_7pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,263,3,7.68,0.40,14.13,0.25,3,yes,,grid_mnet_dtd_none_7pct,7.45,0.23,0.24,1.44,0.62,-1.21
grid_mnet_dtd_none_100pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,3760,3,36.76,0.89,36.60,0.42,3,yes,,,,,,,,
grid_mnet_dtd_none_10pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,376,3,8.67,0.59,13.03,0.93,3,yes,,,,,,,,
grid_mnet_dtd_none_15pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,564,3,11.70,0.75,15.50,1.12,3,yes,,,,,,,,
grid_mnet_dtd_none_20pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,752,3,13.01,0.89,16.52,1.49,3,yes,,,,,,,,
grid_mnet_dtd_none_25pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,940,3,14.61,1.18,17.18,0.72,3,yes,,,,,,,,
grid_mnet_dtd_none_50pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,1880,3,22.46,1.35,23.23,1.06,3,yes,,,,,,,,
grid_mnet_dtd_none_5pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,188,3,5.82,0.27,10.85,0.96,3,yes,,,,,,,,
grid_mnet_dtd_none_7pct,dtd,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,263,3,7.45,0.14,12.70,1.05,3,yes,,,,,,,,
grid_mnet_esat_aux_100pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,21600,3,97.98,0.08,97.99,0.08,3,yes,,grid_mnet_esat_none_100pct,97.74,0.24,0.13,0.25,0.08,-0.01
grid_mnet_esat_aux_10pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,2160,3,86.90,2.31,88.54,2.31,3,yes,,grid_mnet_esat_none_10pct,88.09,-1.20,1.75,-0.69,1.72,-0.51
grid_mnet_esat_aux_15pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,3240,3,92.78,0.40,93.62,0.43,3,yes,,grid_mnet_esat_none_15pct,92.28,0.50,0.28,0.72,0.29,-0.22
grid_mnet_esat_aux_1pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,1,216,3,64.09,0.96,71.54,1.29,3,yes,,grid_mnet_esat_none_1pct,61.47,2.62,4.75,3.79,4.65,-1.17
grid_mnet_esat_aux_20pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,4320,3,92.79,2.93,93.27,2.95,3,yes,,grid_mnet_esat_none_20pct,92.72,0.07,1.69,-0.11,1.70,0.18
grid_mnet_esat_aux_25pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,5400,3,95.61,0.10,95.75,0.20,3,yes,,grid_mnet_esat_none_25pct,95.07,0.54,0.24,0.54,0.28,-0.00
grid_mnet_esat_aux_2pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,2,432,3,71.30,1.05,77.47,1.47,3,yes,,grid_mnet_esat_none_2pct,71.59,-0.29,1.79,0.86,1.81,-1.15
grid_mnet_esat_aux_3pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,648,3,76.22,4.00,80.91,4.11,3,yes,,grid_mnet_esat_none_3pct,70.70,5.51,4.47,6.60,4.70,-1.09
grid_mnet_esat_aux_50pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,10800,3,97.09,0.32,97.28,0.31,3,yes,,grid_mnet_esat_none_50pct,96.64,0.46,0.32,0.47,0.33,-0.01
grid_mnet_esat_aux_5pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,1080,3,80.44,2.32,83.70,1.94,3,yes,,grid_mnet_esat_none_5pct,80.10,0.34,1.93,0.36,1.65,-0.02
grid_mnet_esat_aux_7pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,1512,3,84.29,0.74,86.90,0.55,3,yes,,grid_mnet_esat_none_7pct,79.29,5.00,2.90,5.12,2.67,-0.12
grid_mnet_esat_none_100pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,21600,3,97.74,0.21,97.73,0.11,3,yes,,,,,,,,
grid_mnet_esat_none_10pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,2160,3,88.09,1.97,89.23,1.89,3,yes,,,,,,,,
grid_mnet_esat_none_15pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,3240,3,92.28,0.26,92.91,0.28,3,yes,,,,,,,,
grid_mnet_esat_none_1pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,216,3,61.47,8.16,67.75,7.94,3,yes,,,,,,,,
grid_mnet_esat_none_20pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,4320,3,92.72,0.08,93.38,0.16,3,yes,,,,,,,,
grid_mnet_esat_none_25pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,5400,3,95.07,0.41,95.21,0.44,3,yes,,,,,,,,
grid_mnet_esat_none_2pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,432,3,71.59,2.93,76.61,2.76,3,yes,,,,,,,,
grid_mnet_esat_none_3pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,648,3,70.70,6.62,74.31,7.02,3,yes,,,,,,,,
grid_mnet_esat_none_50pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,10800,3,96.64,0.45,96.81,0.48,3,yes,,,,,,,,
grid_mnet_esat_none_5pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,1080,3,80.10,2.40,83.35,2.09,3,yes,,,,,,,,
grid_mnet_esat_none_7pct,eurosat,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,1512,3,79.29,4.97,81.78,4.59,3,yes,,,,,,,,
grid_mnet_food_aux_100pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,75750,3,63.76,0.29,,,,yes,,grid_mnet_food_none_100pct,63.45,0.32,0.22,,,
grid_mnet_food_aux_10pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,7575,3,28.35,0.46,34.93,0.55,3,yes,,grid_mnet_food_none_10pct,27.38,0.97,0.61,1.07,0.84,-0.11
grid_mnet_food_aux_15pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,15,11362,3,35.45,0.16,41.35,0.18,3,yes,,grid_mnet_food_none_15pct,35.32,0.13,0.15,0.22,0.11,-0.09
grid_mnet_food_aux_1pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,1,758,3,4.28,0.09,11.52,0.30,3,yes,,grid_mnet_food_none_1pct,3.92,0.36,0.07,0.89,0.19,-0.53
grid_mnet_food_aux_20pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,20,15150,3,39.71,0.34,45.05,0.35,3,yes,,grid_mnet_food_none_20pct,39.63,0.08,0.31,-0.06,0.30,0.14
grid_mnet_food_aux_25pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,25,18938,3,43.14,0.23,47.97,0.26,3,yes,,grid_mnet_food_none_25pct,43.91,-0.77,0.16,-0.35,0.17,-0.42
grid_mnet_food_aux_2pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,2,1515,3,6.16,0.33,13.99,0.56,3,yes,,grid_mnet_food_none_2pct,5.65,0.51,0.25,1.21,0.42,-0.70
grid_mnet_food_aux_3pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,3,2272,3,8.65,0.37,16.58,0.58,3,yes,,grid_mnet_food_none_3pct,7.65,1.00,0.25,1.48,0.39,-0.48
grid_mnet_food_aux_50pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,50,37875,3,54.90,0.16,56.50,0.25,3,yes,,grid_mnet_food_none_50pct,55.13,-0.23,0.15,3.70,0.57,-3.93
grid_mnet_food_aux_5pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,5,3788,3,15.30,0.93,23.71,0.96,3,yes,,grid_mnet_food_none_5pct,13.90,1.40,0.61,1.99,0.76,-0.58
grid_mnet_food_aux_7pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,7,5302,3,21.54,0.56,29.02,0.73,3,yes,,grid_mnet_food_none_7pct,19.98,1.57,0.37,2.04,0.45,-0.48
grid_mnet_food_none_100pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,100,75750,3,63.45,0.24,,,,yes,,,,,,,,
grid_mnet_food_none_10pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,10,7575,3,27.38,0.96,33.85,1.35,3,yes,,,,,,,,
grid_mnet_food_none_15pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,15,11362,3,35.32,0.20,41.13,0.06,3,yes,,,,,,,,
grid_mnet_food_none_1pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,1,758,3,3.92,0.09,10.62,0.16,3,yes,,,,,,,,
grid_mnet_food_none_20pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,20,15150,3,39.63,0.43,45.11,0.37,3,yes,,,,,,,,
grid_mnet_food_none_25pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,25,18938,3,43.91,0.15,48.32,0.12,3,yes,,,,,,,,
grid_mnet_food_none_2pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,2,1515,3,5.65,0.27,12.79,0.47,3,yes,,,,,,,,
grid_mnet_food_none_3pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,3,2272,3,7.65,0.23,15.10,0.35,3,yes,,,,,,,,
grid_mnet_food_none_50pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,50,37875,3,55.13,0.20,52.79,0.95,3,yes,,,,,,,,
grid_mnet_food_none_5pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,5,3788,3,13.90,0.53,21.72,0.90,3,yes,,,,,,,,
grid_mnet_food_none_7pct,food101,mobilenetv3_small_100,sgd,200,linear,none,,,,,,,7,5302,3,19.98,0.32,26.97,0.25,3,yes,,,,,,,,
grid_mnet_path_aux_100pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,100,89996,3,85.13,0.59,91.78,0.61,3,yes,,grid_mnet_path_none_100pct,84.62,0.50,0.42,1.64,1.74,-1.14
grid_mnet_path_aux_10pct,pathmnist,mobilenetv3_small_100,sgd,200,linear,none,,,energy-magnitude,blocks.3,1.0,0.0,10,9000,3,91.36,1.19,93.01,0.38,3,yes,,grid_mnet_path_none_10pct,87.90,3.46,1.55,2.59,0.24,0.87
